Timestamp,Do you believe in a personal God?,"How would you categorize yourself, religiously speaking",How often do you voluntarily attend religious services?,How would you categorize your beliefs?,Supernatural forces exist which cannot be directly addressed by science,"We can relate to God personally, as opposed to an impersonal force",God (or gods) communicate by divine revelation to humans,Holy scriptures are a reliable source of divine truth,Unrighteousness or wrongdoing will be punished in the afterlife,What is your primary programming language used at work (if any)?,What is your favorite programming language?,How many years have you been programming?,Righteousness is rewarded in the afterlife,God communicates to people in ways we can clearly understand,Holy scriptures are a reliable source of practical guidance for everyday life,All people will eventually be reconciled with or joined to God,I have personally had a supernatural spiritual experience,God loves everybody,How many years have you been programming professionally?,How would you describe your education?,Human beings are basically or inherently good,Human suffering in this life is caused by sin or unrighteousness,"Human beings were specially created in their present form, apart from natural processes",Naturalistic theories are insufficient to account for the origin and complexity of life,Feedback
4/25/2014 16:07:33,,,Never,Atheist,1,1,,1,1,Python,C#,6,1,1,1,1,1,,2,Bachelor's degree,4,1,1,1,
4/25/2014 16:07:25,,,At least once a week,Christian,5,5,,5,4,PHP,Go,22,2,4,4,1,4,,14,Graduate degree,1,4,4,4,
4/25/2014 16:07:43,,,Never,"Atheist, socialist",1,1,,1,1,Java,Python,6,1,1,2,1,1,,,High school diploma,4,3,1,1,
4/25/2014 16:09:52,,,More than twice a week,Muslim,5,5,,4,5,"python, c#",python,6,5,4,4,5,3,,4,Some post-graduate education,3,3,3,3,
4/25/2014 16:11:37,,,At least once a year,Atheist,1,1,,1,1,Python,Python,10,1,1,1,1,1,,8,Graduate degree,1,1,1,1,
4/25/2014 16:11:02,,,At least once a year,Jewish,1,1,,1,1,"C++, perl",Python,20,1,1,2,1,1,,7,Graduate degree,3,2,1,1,
4/25/2014 16:11:05,,,At least once a week,Christian,,,,,,,java,1,,,,,,,,Bachelor's degree,,,,,
4/25/2014 16:15:31,,,Never,Atheist,2,1,,1,1,C++,C++,5,1,1,1,,1,,2,Some post-graduate education,3,1,1,1,
4/25/2014 16:15:31,,,Never,Atheist,1,1,,1,1,"php, javascript",php,15,1,1,1,1,1,,8,Two-year (associate's) degree,1,1,1,1,
4/25/2014 16:13:08,,,Never,Atheist,1,1,,1,1,python,python,18,1,1,1,1,1,,15,Bachelor's degree,3,2,1,1,
4/25/2014 16:13:04,,,At least once a week,Christian,2,5,,4,5,,C++,2,5,3,3,5,1,,1,High school diploma,2,5,4,5,
4/25/2014 16:19:57,,,Never,Atheist,1,1,,1,1,"PHP,JavaScript",C#,5,1,1,1,1,1,,2,Bachelor's degree,3,1,1,1,
4/25/2014 16:22:30,,,Never,Atheist,1,1,,1,1,Ruby,Python,10,1,1,1,1,1,,2,Two-year (associate's) degree,3,1,1,1,
4/25/2014 16:23:45,,,Never,Atheist,1,1,,1,1,C++,Haskell,20,1,1,1,1,1,,14,Graduate degree,3,1,1,1,
4/25/2014 16:24:26,,,Never,Atheist,1,1,,1,1,Java,C++,7,1,1,1,1,1,,3,Bachelor's degree,1,1,1,1,
4/25/2014 16:27:07,,,Never,Agnostic,1,1,,1,1,Coldfusion,Python,4,,1,1,1,1,,2,Some higher education,3,1,1,1,
4/25/2014 16:29:47,,,At least once a week,Christian,5,5,,4,3,javascript,c#,4,3,3,5,3,5,,1,Some higher education,3,3,3,3,
4/25/2014 16:25:41,,,Never,Christian,4,3,,5,3,java,rexx,41,3,3,5,1,1,,33,Some post-graduate education,1,5,4,5,
4/25/2014 16:25:46,,,Never,Atheist,1,1,,1,1,Python,Python,20,1,1,1,1,1,,7,Bachelor's degree,4,1,1,1,
4/25/2014 16:31:02,,,At least once a year,Humanist,1,3,,1,2,PHP,Python,5,2,1,4,3,1,,3,Some post-graduate education,3,1,1,1,
4/25/2014 16:35:14,,,Never,"Liberal, Agnostic, Atheist, Humanist",1,1,,1,1,Java,Java,10,1,1,3,1,1,,2,Two-year (associate's) degree,3,1,1,3,
4/25/2014 16:35:29,,,Never,"Liberal, Atheist",1,1,,1,1,Java,Java,14,1,1,2,1,1,,7,Bachelor's degree,4,1,1,1,
4/25/2014 16:35:55,,,Never,"Agnostic, Atheist",1,1,,1,1,js,C++,9,1,1,1,1,1,,5,Bachelor's degree,1,1,1,1,
4/25/2014 16:37:34,,,Never,Atheist,1,1,,1,1,"javascript, python, java",python,10,1,1,1,1,1,,0,Bachelor's degree,4,1,1,1,
4/25/2014 16:38:00,,,Never,"Buddhist, Agnostic",2,3,,1,2,Objective C,Lisp,13,3,1,1,1,1,,5,Graduate degree,2,1,1,2,
4/25/2014 16:39:23,,,Never,Atheist,1,5,,1,1,Java,Java,30,1,1,2,1,1,,15,Some higher education,1,1,1,1,
4/25/2014 16:42:53,,,At least once a year,Atheist,1,1,,1,1,C++,Scheme,5,1,1,1,1,1,,3,Graduate degree,3,1,1,1,
4/25/2014 16:43:11,,,At least once a week,Christian,5,5,,4,3,Java,Python,14,3,3,4,4,5,,8,Graduate degree,4,4,1,3,
4/25/2014 16:47:30,,,At least once a year,Christian,5,5,,5,3,C,C,4,5,1,4,4,1,,2,Graduate degree,4,1,5,5,
4/25/2014 16:46:48,,,At least once a week,Christian,1,3,,1,1,Java,Scala,4,1,1,4,1,1,,0,Bachelor's degree,2,1,1,3,
4/25/2014 16:46:52,,,Never,Agnostic,2,2,,1,2,python,python,5,2,1,4,2,1,,3,Graduate degree,3,4,2,3,
4/25/2014 16:47:47,,,At least once a month,"Christian, Liberal",5,5,,5,4,"C,C++,Ruby,OCaml",OCaml,25,4,4,5,4,5,,20,Graduate degree,2,3,3,3,
4/25/2014 16:49:49,,,At least once a week,"Christian, Conservative",4,5,,4,5,"scala, python, javascript ",scala,15,5,5,5,3,5,,5,Bachelor's degree,5,5,3,3,
4/25/2014 16:51:08,,,Never,Atheist,1,1,,1,1,Python,Python,5,1,1,1,1,1,,3,Two-year (associate's) degree,1,1,1,1,"There were too many questions about religion, not enough about atheistic beliefs."
4/25/2014 16:53:31,,,Never,Moderate,1,1,,1,,javascript,C#,8,,1,1,,1,,3,Bachelor's degree,,,,,
4/25/2014 17:03:54,,,Never,Atheist,1,1,,1,1,,Python,2,1,1,4,1,1,,,Some or no formal education,3,2,1,2,
4/25/2014 16:55:47,,,Never,Atheist,1,1,,1,1,c++,forth,30,1,1,3,1,1,,20,Some post-graduate education,4,1,1,1,
4/25/2014 16:54:43,,,Never,"Buddhist, Liberal, Atheist, Humanist",1,1,,1,1,"PHP, JavaScript",Haskell,22,1,1,1,1,1,,9,Some higher education,3,1,1,1,
4/25/2014 17:06:02,,,Never,Atheist,1,1,,1,1,"Java,JavaScript",C++,30,1,1,1,1,1,,16,Bachelor's degree,3,1,1,1,
4/25/2014 17:07:23,,,Never,"Agnostic, Atheist",1,1,,1,1,"php,javascript,sql",javascript,15,1,1,1,1,1,,10,Graduate degree,3,1,1,1,
4/25/2014 17:11:36,,,Never,Atheist,1,1,,1,1,"C++, PHP, Python",Python,9,1,1,1,1,1,,3,Bachelor's degree,3,1,1,1,
4/25/2014 17:09:01,,,Never,Atheist,4,3,,1,2,PHP,Ruby,6,2,1,1,1,1,,3,Bachelor's degree,2,3,1,2,
4/25/2014 17:10:22,,,At least once a week,"Christian, Conservative",5,5,,5,5,C#,C#,33,5,5,5,1,5,,20,Bachelor's degree,1,3,5,5,
4/25/2014 17:10:20,,,At least once a year,Atheist,1,1,,1,2,Powershell,C,3,1,1,2,2,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 17:12:22,,,Never,"Liberal, Atheist",1,1,,1,1,C,C,5,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 17:13:58,,,At least once a year,"Agnostic, Atheist",1,1,,1,1,Python,Python,8,1,1,2,1,1,,12,Graduate degree,3,1,1,1,
4/25/2014 17:15:30,,,Never,Atheist,1,1,,1,1,"C++,C#",C++,10,1,,1,1,1,,6,Graduate degree,1,1,1,1,
4/25/2014 17:15:07,,,At least once a week,Christian,5,5,,5,5,C++,Javascript,6,1,5,5,1,3,,4,Bachelor's degree,1,5,5,5,
4/25/2014 17:15:54,,,Never,Atheist,2,1,,1,1,C,C#,8,1,5,3,1,1,,6,Bachelor's degree,1,1,1,2,"You need to explain what you intend ""naturalistic"" to mean on the previous page"
4/25/2014 17:16:30,,,Never,Atheist,1,1,,1,1,Scala,Haskell,10,1,1,1,1,1,,0,Bachelor's degree,5,1,1,1,
4/25/2014 17:17:09,,,Never,Atheist,1,1,,1,1,C++,C,12,1,1,1,1,1,,4,Some higher education,1,1,1,1,
4/25/2014 17:23:46,,,Never,"Pagan, Atheist",5,1,,1,1,Ruby,Ruby,15,3,1,1,4,3,,14,Graduate degree,3,1,1,3,
4/25/2014 17:21:38,,,Never,Atheist,2,1,,1,1,PHP,PHP,10,1,1,1,1,1,,6,Bachelor's degree,4,1,1,1,"Cool survey!

I do believe that there are forces that cannot be explained by modern science. Just because science cannot explain them doesn't mean that this is ""God"" though.

I feel like ""God"" is the fallback answer for humans, as far back as time has been recorded, for when we can't figure things out. It's the easy answer when we grasp at straws, or really have no way of figuring things out.

I believe that there is no afterlife, and once you die its game over. Just like how you know nothing about your ""previous life"". The human mind wants to draw connections, even in places where it's inappropriate or no logical connection can be drawn.

Life is random. Life is precious. Make the most out of the short time you have on Earth. Some people get lucky, some don't... and it has nothing to do with whether you are a good person or not.

Lastly, if there IS a god or godlike force... and I'm totally wrong... I have issues believing that individual people can connect with this god, or that he/she/it is even concerned with the day to day life of people."
4/25/2014 17:26:18,,,At least once a year,Atheist,2,1,,1,1,C#,Haskell,14,1,1,3,1,1,,4,Bachelor's degree,2,1,1,5,
4/25/2014 17:26:20,,,,Humanist,5,1,,1,3,"Scala,java,C#, QL,php,",java,8,3,5,1,1,1,,8,Bachelor's degree,5,3,1,5,Useless hi
4/25/2014 17:28:01,,,At least once a week,Christian,5,5,,5,5,"C, C++, Python",Python,21,3,4,5,1,3,,15,Graduate degree,1,1,5,4,I don't feel the questions are broad enough for all religions.
4/25/2014 17:30:35,,,Never,Atheist,1,1,,1,1,C#,python,12,1,1,1,1,1,,5,Bachelor's degree,3,1,1,1,
4/25/2014 17:28:29,,,At least once a year,"Muslim, Buddhist",2,4,,1,5,CoffeeScript,Python,10,5,3,2,5,5,,6,Bachelor's degree,4,3,1,1,
4/25/2014 17:30:50,,,At least once a month,Christian,5,5,,5,5,"C, Python",C++/C,3,4,4,5,2,2,,0,Some higher education,5,4,3,4,
4/25/2014 17:30:54,,,Never,Atheist,1,,,1,1,,D,3,1,,1,1,1,,0,Bachelor's degree,3,1,1,1,
4/25/2014 17:31:15,,,Never,Not applicable,1,4,,1,4,c# .net,c# .net,4,4,1,4,3,1,,2,Two-year (associate's) degree,4,1,1,3,
4/25/2014 17:33:58,,,At least once a year,Christian,5,5,,4,4,"C++, Java, Python",Python,3,2,3,4,4,5,,1,Bachelor's degree,3,4,4,4,
4/25/2014 17:37:37,,,Never,Atheist,1,1,,1,1,Ruby,Ruby,30,1,1,1,1,1,,20,Bachelor's degree,5,1,1,1,
4/25/2014 17:35:28,,,Never,Agnostic,2,1,,1,1,c++,python,20,1,1,1,1,1,,10,Graduate degree,1,1,1,2,
4/25/2014 17:34:54,,,More than twice a week,"Christian, Moderate",5,,,5,1,"Java, c#",C#,3,1,2,5,1,3,,0,Some or no formal education,1,5,4,5,
4/25/2014 17:33:36,,,Never,"Moderate, Atheist, Humanist",1,1,,1,1,C,C,10,1,1,3,1,1,,6,Bachelor's degree,4,1,1,1,
4/25/2014 17:41:14,,,Never,Atheist,1,1,,1,1,C#`,C#,5,1,1,1,1,1,,3,Bachelor's degree,1,1,1,1,
4/25/2014 17:40:42,,,,Atheist,,,,,,java,c++,8,,,,,,,2,Bachelor's degree,,,,,
4/25/2014 17:51:16,,,Never,"Liberal, Agnostic, Atheist, Humanist",1,1,,1,1,"VB.Net, C#, SQL",C#,20,1,1,1,1,1,,9,Bachelor's degree,1,1,1,1,
4/25/2014 17:48:14,,,Never,Agnostic,4,3,,1,3,Java,Java,6,3,2,1,3,2,,0,Bachelor's degree,1,1,1,1,
4/25/2014 17:47:49,,,Never,Atheist,1,1,,1,1,"Java, JavaScript ",Java ,8,1,1,1,1,,,3,Some higher education,3,1,1,1,
4/25/2014 17:50:11,,,Never,Atheist,1,1,,1,1,java,c,3,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 17:50:12,,,Never,Atheist,1,1,,1,1,Haxe,Haxe,15,1,1,1,1,1,,12,Graduate degree,3,3,1,1,
4/25/2014 17:53:24,,,Never,Atheist,1,2,,1,1,"C, Python, Java, R, Shell Scripting",C,15,1,1,2,1,1,,8,Graduate degree,3,1,1,1,
4/25/2014 18:05:59,,,At least once a week,"Christian, Moderate, Conservative",4,5,,4,4,,Python,3,4,4,4,2,4,,,Some or no formal education,1,4,2,3,
4/25/2014 18:03:48,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,C#,Python ,4,1,1,2,1,1,,1,Bachelor's degree,4,1,1,1,
4/25/2014 18:06:22,,,At least once a year,Atheist,1,1,,1,1,C#,F#,13,1,1,1,1,1,,7,Some higher education,3,1,1,1,
4/25/2014 18:03:03,,,Never,"Agnostic, Atheist",1,3,,1,1,Java,Java,4.5,1,1,3,1,1,,0,Some or no formal education,2,1,1,1,
4/25/2014 18:09:37,,,Never,Atheist,,1,,1,1,"C, PHP, Python",C,20,1,1,1,1,1,,14,Some higher education,2,1,1,1,
4/25/2014 18:13:34,,,Never,Atheist,1,1,,1,1,C#,Haskell,8,1,1,1,1,1,,3,Bachelor's degree,1,1,1,1,
4/25/2014 18:12:59,,,Never,Agnostic,2,1,,1,1,,Java,5,3,1,1,1,1,,4,Bachelor's degree,,1,1,2,
4/25/2014 18:08:23,,,Never,"Agnostic, Atheist",1,1,,1,1,C#,C#,9,1,1,1,1,1,,5,Graduate degree,3,1,1,1,
4/25/2014 18:14:29,,,At least once a year,"Buddhist, Agnostic",1,1,,1,1,C#,Javascript,3,1,1,1,1,1,,1,Bachelor's degree,2,2,1,1,Very interested in seeing the results!
4/25/2014 18:14:48,,,Never,Humanist,3,2,,1,1,,C,7,1,1,4,2,1,,1,Some post-graduate education,2,1,1,3,
4/25/2014 18:16:53,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,verilog,python,36,1,1,1,1,1,,29,Bachelor's degree,4,1,1,1,
4/25/2014 18:15:15,,,Never,Atheist,1,1,,1,1,"c, python",python,6,1,1,1,1,1,,3,Graduate degree,1,1,1,1,
4/25/2014 18:17:05,,,At least once a week,"Liberal, Agnostic, Atheist, Humanist",2,1,,1,1,"Python,Java,Clojure,SQL,JavaScript",Clojure,20,1,1,1,3,1,,15,Bachelor's degree,3,2,1,1,
4/25/2014 18:17:51,,,Never,Atheist,1,1,,1,1,C#,C#,15,1,1,1,1,1,,10,Graduate degree,3,1,1,1,
4/25/2014 18:26:58,,,At least once a month,"Christian, Liberal",3,4,,4,5,C#,C#,6,5,4,5,3,2,,2,Bachelor's degree,3,5,1,2,
4/25/2014 18:20:10,,,Never,Atheist,1,1,,1,1,java,java,14,1,1,1,1,1,,7,Bachelor's degree,1,1,1,1,
4/25/2014 18:27:21,,,At least once a week,Pagan,4,2,,1,1,mindfoobaachoo,mindfoobaachoo,99999999999999,1,4,5,1,2,,99999999999999.1,High school diploma,1,,1,1,fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuucccccccccccccccccccccccccccckkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk+hhhhhhhhhhhhhhoooooooooooooowwwwwwwwwwwwwttttttttttttooooooooooooooocccccccccoooooooooooorrrrrrrrrrrruuuuuuuuuuuupppppppppptttttttttddddddddddddaaaaaaaaaaattttttttttttttaaaaaaaaaaaa
4/25/2014 18:34:23,,,Never,Atheist,1,1,,1,1,groovy,groovy,27,1,1,1,1,1,,18,Bachelor's degree,3,1,1,1,
4/25/2014 18:37:30,,,At least once a year,Agnostic,1,1,,1,1,,Javascript,1,1,1,1,1,1,,0,Some higher education,1,1,1,1,
4/25/2014 18:30:27,,,Never,Atheist,1,1,,1,1,C#,Python,10,1,1,1,1,1,,4,Bachelor's degree,1,1,1,1,
4/25/2014 18:36:03,,,Never,Atheist,2,1,,1,1,Java,Ruby,20,1,1,1,1,1,,2,Bachelor's degree,3,1,1,1,
4/25/2014 18:38:43,,,Never,Atheist,1,1,,1,1,"C++,Python",C++,30,1,1,1,1,1,,25,Graduate degree,1,1,1,1,
4/25/2014 18:45:29,,,Never,"Moderate, Atheist",1,1,,1,,Java,Ruby,7,,,1,1,1,,5,Bachelor's degree,3,3,1,1,
4/25/2014 18:40:05,,,Never,Atheist,1,1,,1,1,"C++, Python, PHP,  Java",Haskell,4,1,1,1,1,1,,1,Bachelor's degree,3,1,1,1,
4/25/2014 18:46:58,,,Never,Agnostic,,1,,1,1,Javascript,Javascript,8,1,1,3,1,1,,2,Some higher education,1,1,1,1,
4/25/2014 18:46:29,,,Never,"Agnostic, Atheist",1,1,,1,1,,c++,10,1,1,1,1,1,,,Bachelor's degree,4,1,1,3,
4/25/2014 18:51:16,,,Never,Humanist,1,1,,1,3,PHP,SQL,17,1,1,4,4,1,,8,Some higher education,5,1,1,1,
4/25/2014 18:51:51,,,Never,Atheist,1,1,,1,1,PeopleCode,Objective C,12,1,1,1,1,1,,9,Bachelor's degree,3,1,1,1,
4/25/2014 18:56:23,,,Never,Atheist,1,1,,1,1,c++,c++,4,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 18:55:52,,,At least once a month,Buddhist,,1,,,,"C++, Python, x86, Haskell",Haskell,32,,1,4,,,,27,Graduate degree,4,4,1,1,"Many of the questions were meaningless from a Buddhist point of view.

Beings are not separate unchanging entities. If my idea of myself is an illusion and violates logic, why would it make sense to project the existence of a big invisible ego in the sky? (God)

Cause & Effect simply dictates there are consequences from your current behavior. Next life, or current life (the distinction of which is a lot less clear if I'm a different person from what I was when I was 1.) Unrighteous? More like ""things that cause this kind of effect cause this kind of effect which we don't like"". Hitting the wall with your head causes suffering. Being mean to someone causes suffering. Etc.

Nirvana doesn't mean what you think it means.

""Holy Scriptures?"" Buddhism provides maps of your experience, just as Science provides maps of the behavior of the world. So yes they're practical guides, but while precious they're not ""holy"".

I don't know what you mean by the first question. Science will continue to learn about phenomena we don't know much about. It's not ""done"". There are things we cannot explain or replicate such as consciousness. Will that always be the case? Is that supernatural, or by ""supernatural"" the irrational process of assigning an untestable cause to a phenomenon and deciding we're done?"
4/25/2014 18:56:45,,,Never,Atheist,1,1,,1,1,Perl,Go,16,1,1,1,1,1,,14,High school diploma,3,1,1,1,Interesting topic.
4/25/2014 18:56:38,,,Never,"Atheist, Humanist",4,1,,1,2,ActionScript,c#,24,2,1,3,2,1,,20,Two-year (associate's) degree,4,1,1,2,
4/25/2014 19:00:33,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Java,Scala,7,1,1,2,1,1,,4,Bachelor's degree,4,1,1,1,
4/25/2014 19:04:59,,,Never,Atheist,1,5,,1,1,Python,Python,6,1,1,3,1,1,,1,Bachelor's degree,5,4,1,1,
4/25/2014 19:14:19,,,Never,Agnostic,3,3,,2,4,C++,Haskell,23,4,2,3,3,1,,12,Bachelor's degree,1,2,1,2,
4/25/2014 19:09:55,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Ruby,Ruby,4,1,1,1,1,1,,1,Bachelor's degree,3,1,1,1,
4/25/2014 19:11:27,,,Never,Atheist,1,1,,1,1,C++,python,5,1,1,1,1,1,,3,Some post-graduate education,1,1,1,1,
4/25/2014 19:19:06,,,At least once a year,Atheist,1,1,,1,1,"Objective-C, C++, C",Objective-C,15,1,1,1,1,1,,7,Some post-graduate education,3,1,1,1,
4/25/2014 19:22:06,,,Never,Atheist,1,1,,1,1,javascript,r,5,1,1,1,1,1,,1,Graduate degree,5,1,1,1,
4/25/2014 19:19:34,,,At least once a month,Christian,5,1,,1,1,VB,Python,15,1,1,1,1,1,,3,Two-year (associate's) degree,1,1,3,1,
4/25/2014 19:23:55,,,Never,Christian,3,4,,4,3,c#,c#,5,3,4,5,4,1,,1,Bachelor's degree,4,4,1,3,
4/25/2014 19:24:29,,,At least once a month,"Christian, Liberal, Agnostic",3,3,,2,4,python,python,10,4,3,2,4,3,,4,Bachelor's degree,4,3,2,2,
4/25/2014 19:28:27,,,Never,Atheist,1,1,,1,1,clojure,clojure,16,1,1,1,1,1,,16,Bachelor's degree,1,1,1,1,
4/25/2014 19:31:09,,,At least once a month,Christian,4,4,,3,5,Perl,PHP,12,3,5,4,5,1,,9,Bachelor's degree,3,3,4,3,
4/25/2014 19:32:55,,,Never,Atheist,1,1,,1,1,C#,Haskell,20,1,1,1,1,1,,5,Some higher education,5,2,1,1,"Survey seems fairly focused on ""do you believe in X"" questions. Where X is religion or something else make-believe. Could possibly do with some more questions about the value of science/logic to rebalance the bias or widen the scope. "
4/25/2014 19:33:28,,,Never,"Liberal, Atheist",1,1,,,1,c#,JavaScript,4,1,1,1,1,1,,0,Bachelor's degree,4,1,1,1,
4/25/2014 19:33:51,,,Never,Atheist,1,1,,1,1,Ruby,Haskell,8,1,1,1,1,1,,6,Some post-graduate education,4,1,1,1,
4/25/2014 19:43:27,,,Never,Agnostic,1,1,,1,1,lion,python,15,1,1,1,1,1,,11,Bachelor's degree,3,1,1,1,
4/25/2014 19:44:54,,,Never,"Liberal, Atheist",1,1,,1,1,Java,Java,15,1,1,2,1,1,,12,Some higher education,4,1,1,1,
4/25/2014 19:40:06,,,Never,Atheist,1,1,,1,1,"C#,Java,Python,Perl",C#,10,1,1,1,1,1,,3,Some post-graduate education,3,1,1,1,
4/25/2014 19:40:12,,,Never,"Liberal, Moderate, Agnostic, Humanist, Transhumanist",2,1,,1,1,Perl,Java,15,1,1,2,1,1,,2,Bachelor's degree,2,3,1,1,
4/25/2014 19:45:47,,,Never,Agnostic,1,3,,1,1,C#,F#,20,1,3,3,1,1,,15,Some post-graduate education,4,1,1,1,
4/25/2014 19:50:06,,,At least once a year,Hindu,4,3,,3,2,Java,Java,13,2,2,5,3,3,,13,Bachelor's degree,3,3,3,3,
4/25/2014 19:53:31,,,Never,"Atheist, Anti-theist",1,5,,5,1,C#,Python,15,1,1,1,1,1,,8,Bachelor's degree,5,1,1,1,
4/25/2014 19:53:52,,,Never,"Liberal, Agnostic",1,,,1,,python,python,30,,1,2,,1,,15,Some post-graduate education,3,2,1,1,
4/25/2014 19:58:00,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Java,Scala,30,1,1,1,1,1,,18,Some higher education,3,1,1,1,
4/25/2014 19:54:20,,,Never,Atheist,1,1,,1,1,c,lua,30,1,1,1,1,1,,20,Graduate degree,3,1,1,2,
4/25/2014 19:58:14,,,Never,Atheist,4,1,,1,2,Java,Java,7,2,1,1,1,1,,,Some post-graduate education,3,1,1,3,
4/25/2014 19:58:29,,,Never,Atheist,1,1,,1,1,"c++,c,go,java,javascript,c#",go,27,1,1,1,1,1,,9,Bachelor's degree,2,1,1,1,
4/25/2014 19:59:03,,,At least once a week,Christian,5,5,,5,5,C++,C++,10,5,5,5,2,5,,3,Graduate degree,1,5,5,5,
4/25/2014 20:03:56,,,At least once a year,Atheist,1,1,,1,1,,C#,3,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 20:08:32,,,At least once a year,Agnostic,1,2,,3,3,JavaScript,JavaScript,12,3,2,4,3,3,,10,Bachelor's degree,3,2,2,2,
4/25/2014 20:02:45,,,Never,Atheist,1,1,,1,1,java,ruby,5,1,1,3,1,1,,1,Bachelor's degree,4,1,1,1,
4/25/2014 20:00:21,,,At least once a year,"Atheist, Humanist",1,4,,1,1,"Javascript,Python,PHP,Bash,HTML,CSS",Python,4,1,1,1,3,1,,2.5,Some higher education,2,4,1,2,
4/25/2014 20:11:04,,,Never,Agnostic,1,1,,1,1,Java,Java,9,1,1,1,1,1,,5,Bachelor's degree,5,1,1,1,
4/25/2014 20:14:26,,,Never,Atheist,1,1,,1,1,C#,Javascript,8,1,1,1,1,1,,1,Graduate degree,3,1,1,1,silly
4/25/2014 20:17:24,,,Never,Atheist,1,1,,1,1,c++,go,30,1,1,1,1,1,,25,Graduate degree,1,1,1,1,
4/25/2014 20:17:49,,,Never,Atheist,1,1,,1,1,python,python,8,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 20:17:41,,,Never,Atheist,1,1,,1,1,python,python,8,1,1,1,1,1,,1,Bachelor's degree,1,1,1,1,
4/25/2014 20:17:37,,,Never,"Agnostic, Atheist",1,1,,1,1,Java,Python,11,1,1,1,1,1,,5,Bachelor's degree,3,1,1,1,
4/25/2014 20:38:08,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,Java,Go,15,1,1,1,1,1,,4,Bachelor's degree,3,1,1,1,
4/25/2014 20:24:22,,,At least once a year,Agnostic,1,1,,1,1,Java,Java,7,1,1,2,1,1,,3,Bachelor's degree,3,1,1,1,
4/25/2014 20:27:14,,,Never,Liberal,1,1,,1,1,python,go,15,1,1,1,1,1,,10,Some higher education,1,1,1,5,
4/25/2014 20:53:30,,,Never,Jewish,1,1,,1,1,C#,C#,10,1,1,1,1,1,,2,Graduate degree,1,1,1,1,
4/25/2014 20:41:17,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,JavaScript,Python,2,1,1,4,1,1,,0,Two-year (associate's) degree,5,5,5,1,
4/25/2014 21:02:12,,,Never,Atheist,1,1,,1,1,C,C,22,1,1,1,1,1,,5,Bachelor's degree,1,1,1,1,
4/25/2014 20:43:37,,,Never,Atheist,1,1,,1,1,Java,Haskell,7,1,1,1,1,1,,2,Bachelor's degree,1,1,1,1,
4/25/2014 21:04:43,,,Never,Atheist,1,1,,1,1,CoffeeScript,C#,8,1,1,1,1,1,,3,Bachelor's degree,2,1,1,2,
4/25/2014 21:13:19,,,Never,"Agnostic, Atheist",1,1,,1,1,Java,C,3,1,1,4,1,1,,0,Some higher education,3,1,1,3,
4/25/2014 21:07:37,,,Never,Atheist,2,1,,1,1,"C,Perl,Bash",Perl,17,1,1,3,1,1,,14,Bachelor's degree,3,1,1,1,
4/25/2014 21:07:46,,,Never,Agnostic,3,1,,1,1,Java,C,3,1,1,1,1,1,,1,Bachelor's degree,5,1,1,2,
4/25/2014 21:19:02,,,At least once a week,Christian,5,5,,5,5,Java,Java,10,5,5,5,1,5,,3,Bachelor's degree,5,3,5,5,Would like to know the result
4/25/2014 21:20:35,,,Never,Atheist,1,,,1,1,"Ruby, HTML, Javascript",Ruby,7,1,,1,1,,,2,Some post-graduate education,3,1,1,1,
4/25/2014 21:24:05,,,Never,"Agnostic, Humanist",,,,,,"C,Java",C,10,,,,,,,4,High school diploma,,,1,1,
4/25/2014 21:21:50,,,Never,"Liberal, Atheist, Humanist",1,1,,1,1,"C,C++,Python",Python,1,1,1,1,1,1,,1,Some post-graduate education,3,1,1,1,
4/25/2014 21:40:44,,,Never,Agnostic,1,1,,1,1,C#,C#,20,1,1,1,1,1,,15,Some post-graduate education,4,1,1,3,
4/25/2014 21:45:30,,,Never,Agnostic,3,2,,1,3,JavaScript,C,3,3,2,4,2,1,,1,High school diploma,1,3,2,3,
4/25/2014 21:35:38,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,"perl,python,java",go,15,1,1,2,1,1,,12,Bachelor's degree,3,1,1,1,
4/25/2014 21:43:18,,,Never,"Agnostic, Atheist, Humanist",1,1,,1,1,C++,Python,11,1,1,1,1,1,,5,Bachelor's degree,3,1,1,1,
4/25/2014 21:24:54,,,Never,Atheist,1,1,,1,1,C#,F#,4,1,1,2,1,1,,1,Graduate degree,3,1,1,1,
